date,country,country_code,bond_yield_10y
2015-01-02,Croatia,HR,3.779
2015-01-05,Croatia,HR,3.777
2015-01-06,Croatia,HR,3.776
2015-01-07,Croatia,HR,3.776
2015-01-08,Croatia,HR,3.772
2015-01-09,Croatia,HR,3.77
2015-01-10,Croatia,HR,3.77
2015-01-12,Croatia,HR,3.769
2015-01-13,Croatia,HR,3.768
2015-01-14,Croatia,HR,3.767
2015-01-15,Croatia,HR,3.763
2015-01-16,Croatia,HR,3.761
2015-01-17,Croatia,HR,3.761
2015-01-19,Croatia,HR,3.76
2015-01-20,Croatia,HR,3.759
2015-01-21,Croatia,HR,3.757
2015-01-22,Croatia,HR,3.753
2015-01-23,Croatia,HR,3.752
2015-01-26,Croatia,HR,3.41
2015-01-27,Croatia,HR,3.749
2015-01-28,Croatia,HR,3.748
2015-01-29,Croatia,HR,3.744
2015-01-30,Croatia,HR,3.502
2015-01-31,Croatia,HR,3.502
2015-02-01,Croatia,HR,3.502
2015-02-02,Croatia,HR,3.5
2015-02-03,Croatia,HR,3.499
2015-02-04,Croatia,HR,3.497
2015-02-05,Croatia,HR,3.493
2015-02-06,Croatia,HR,3.492
2015-02-07,Croatia,HR,3.492
2015-02-09,Croatia,HR,3.49
2015-02-10,Croatia,HR,3.309
2015-02-11,Croatia,HR,3.308
2015-02-12,Croatia,HR,3.303
2015-02-13,Croatia,HR,3.481
2015-02-14,Croatia,HR,3.302
2015-02-16,Croatia,HR,3.48
2015-02-17,Croatia,HR,3.478
2015-02-18,Croatia,HR,3.477
2015-02-19,Croatia,HR,3.33
2015-02-20,Croatia,HR,3.329
2015-02-23,Croatia,HR,3.469
2015-02-24,Croatia,HR,3.468
2015-02-25,Croatia,HR,3.466
2015-02-26,Croatia,HR,3.462
2015-02-27,Croatia,HR,3.46
2015-02-28,Croatia,HR,3.46
2015-03-02,Croatia,HR,3.459
2015-03-03,Croatia,HR,3.457
2015-03-04,Croatia,HR,3.456
2015-03-05,Croatia,HR,3.308
2015-03-06,Croatia,HR,3.45
2015-03-09,Croatia,HR,3.448
2015-03-10,Croatia,HR,3.303
2015-03-11,Croatia,HR,3.445
2015-03-12,Croatia,HR,3.237
2015-03-13,Croatia,HR,3.233
2015-03-16,Croatia,HR,3.437
2015-03-17,Croatia,HR,3.436
2015-03-18,Croatia,HR,3.132
2015-03-19,Croatia,HR,3.126
2015-03-20,Croatia,HR,3.428
2015-03-21,Croatia,HR,3.428
2015-03-23,Croatia,HR,3.426
2015-03-24,Croatia,HR,3.425
2015-03-25,Croatia,HR,3.423
2015-03-26,Croatia,HR,3.418
2015-03-27,Croatia,HR,3.417
2015-03-28,Croatia,HR,3.417
2015-03-30,Croatia,HR,3.415
2015-03-31,Croatia,HR,3.21
2015-04-01,Croatia,HR,3.209
2015-04-02,Croatia,HR,3.202
2015-04-03,Croatia,HR,3.158
2015-04-07,Croatia,HR,3.156
2015-04-08,Croatia,HR,3.154
2015-04-09,Croatia,HR,3.129
2015-04-10,Croatia,HR,3.127
2015-04-13,Croatia,HR,3.188
2015-04-14,Croatia,HR,3.187
2015-04-15,Croatia,HR,3.083
2015-04-16,Croatia,HR,3.078
2015-04-17,Croatia,HR,3.384
2015-04-18,Croatia,HR,3.384
2015-04-20,Croatia,HR,3.382
2015-04-21,Croatia,HR,3.022
2015-04-22,Croatia,HR,3.02
2015-04-23,Croatia,HR,3.374
2015-04-24,Croatia,HR,3.372
2015-04-27,Croatia,HR,3.371
2015-04-28,Croatia,HR,3.01
2015-04-29,Croatia,HR,3.053
2015-04-30,Croatia,HR,3.052
2015-05-04,Croatia,HR,3.05
2015-05-05,Croatia,HR,3.099
2015-05-06,Croatia,HR,3.044
2015-05-07,Croatia,HR,3.039
2015-05-08,Croatia,HR,3.037
2015-05-11,Croatia,HR,3.14
2015-05-12,Croatia,HR,3.139
2015-05-13,Croatia,HR,3.137
2015-05-14,Croatia,HR,3.132
2015-05-15,Croatia,HR,3.338
2015-05-18,Croatia,HR,3.128
2015-05-19,Croatia,HR,3.126
2015-05-20,Croatia,HR,3.125
2015-05-21,Croatia,HR,3.119
2015-05-22,Croatia,HR,3.118
2015-05-23,Croatia,HR,3.118
2015-05-25,Croatia,HR,3.137
2015-05-26,Croatia,HR,3.091
2015-05-27,Croatia,HR,3.089
2015-05-28,Croatia,HR,3.128
2015-05-29,Croatia,HR,3.082
2015-05-30,Croatia,HR,3.082
2015-06-01,Croatia,HR,3.104
2015-06-02,Croatia,HR,3.1
2015-06-03,Croatia,HR,3.095
2015-06-04,Croatia,HR,3.095
2015-06-05,Croatia,HR,3.093
2015-06-07,Croatia,HR,3.093
2015-06-08,Croatia,HR,3.407
2015-06-09,Croatia,HR,3.406
2015-06-10,Croatia,HR,3.404
2015-06-11,Croatia,HR,3.287
2015-06-12,Croatia,HR,3.291
2015-06-13,Croatia,HR,3.291
2015-06-15,Croatia,HR,3.29
2015-06-16,Croatia,HR,3.299
2015-06-17,Croatia,HR,3.297
2015-06-18,Croatia,HR,3.44
2015-06-19,Croatia,HR,3.278
2015-06-20,Croatia,HR,3.278
2015-06-22,Croatia,HR,3.173
2015-06-23,Croatia,HR,3.274
2015-06-24,Croatia,HR,3.269
2015-06-25,Croatia,HR,3.131
2015-06-26,Croatia,HR,3.267
2015-06-29,Croatia,HR,3.424
2015-06-30,Croatia,HR,3.498
2015-07-01,Croatia,HR,3.497
2015-07-02,Croatia,HR,3.581
2015-07-03,Croatia,HR,3.255
2015-07-06,Croatia,HR,3.254
2015-07-07,Croatia,HR,3.576
2015-07-08,Croatia,HR,3.52
2015-07-09,Croatia,HR,3.245
2015-07-10,Croatia,HR,3.243
2015-07-11,Croatia,HR,3.243
2015-07-13,Croatia,HR,3.512
2015-07-14,Croatia,HR,3.511
2015-07-15,Croatia,HR,3.454
2015-07-16,Croatia,HR,3.341
2015-07-17,Croatia,HR,3.339
2015-07-18,Croatia,HR,3.339
2015-07-20,Croatia,HR,3.338
2015-07-21,Croatia,HR,3.228
2015-07-27,Croatia,HR,4.343
2015-07-28,Croatia,HR,4.343
2015-07-30,Croatia,HR,4.312
2015-07-31,Croatia,HR,4.312
2015-08-03,Croatia,HR,4.311
2015-08-04,Croatia,HR,4.28
2015-08-05,Croatia,HR,4.28
2015-08-06,Croatia,HR,4.28
2015-08-10,Croatia,HR,4.28
2015-08-11,Croatia,HR,4.28
2015-08-12,Croatia,HR,4.28
2015-08-13,Croatia,HR,4.28
2015-08-14,Croatia,HR,4.28
2015-08-17,Croatia,HR,4.28
2015-08-18,Croatia,HR,4.156
2015-08-19,Croatia,HR,4.156
2015-08-20,Croatia,HR,4.156
2015-08-21,Croatia,HR,4.156
2015-08-24,Croatia,HR,4.156
2015-08-25,Croatia,HR,4.156
2015-08-26,Croatia,HR,4.156
2015-08-27,Croatia,HR,4.155
2015-08-28,Croatia,HR,4.155
2015-08-31,Croatia,HR,4.155
2015-09-01,Croatia,HR,4.155
2015-09-02,Croatia,HR,4.155
2015-09-03,Croatia,HR,3.923
2015-09-04,Croatia,HR,4.001
2015-09-07,Croatia,HR,4.001
2015-09-08,Croatia,HR,4.001
2015-09-09,Croatia,HR,4.001
2015-09-10,Croatia,HR,4.0
2015-09-11,Croatia,HR,4.0
2015-09-14,Croatia,HR,4.0
2015-09-15,Croatia,HR,3.941
2015-09-16,Croatia,HR,4.0
2015-09-17,Croatia,HR,4.03
2015-09-18,Croatia,HR,4.03
2015-09-21,Croatia,HR,4.122
2015-09-22,Croatia,HR,4.0
2015-09-23,Croatia,HR,4.0
2015-09-24,Croatia,HR,4.246
2015-09-25,Croatia,HR,4.371
2015-09-27,Croatia,HR,4.371
2015-09-28,Croatia,HR,4.371
2015-09-29,Croatia,HR,4.34
2015-09-30,Croatia,HR,4.246
2015-10-01,Croatia,HR,4.246
2015-10-02,Croatia,HR,4.246
2015-10-03,Croatia,HR,4.246
2015-10-05,Croatia,HR,4.246
2015-10-06,Croatia,HR,4.245
2015-10-07,Croatia,HR,4.245
2015-10-09,Croatia,HR,4.245
2015-10-12,Croatia,HR,4.245
2015-10-13,Croatia,HR,4.245
2015-10-14,Croatia,HR,4.245
2015-10-15,Croatia,HR,4.245
2015-10-16,Croatia,HR,4.245
2015-10-18,Croatia,HR,4.245
2015-10-19,Croatia,HR,4.245
2015-10-20,Croatia,HR,4.245
2015-10-21,Croatia,HR,4.245
2015-10-22,Croatia,HR,4.244
2015-10-23,Croatia,HR,4.244
2015-10-26,Croatia,HR,4.238
2015-10-27,Croatia,HR,4.238
2015-10-28,Croatia,HR,4.238
2015-10-29,Croatia,HR,4.235
2015-10-30,Croatia,HR,4.238
2015-11-02,Croatia,HR,4.238
2015-11-03,Croatia,HR,4.238
2015-11-04,Croatia,HR,4.238
2015-11-05,Croatia,HR,4.237
2015-11-06,Croatia,HR,4.237
2015-11-09,Croatia,HR,4.237
2015-11-10,Croatia,HR,4.237
2015-11-11,Croatia,HR,4.237
2015-11-12,Croatia,HR,4.181
2015-11-13,Croatia,HR,4.181
2015-11-16,Croatia,HR,4.18
2015-11-17,Croatia,HR,4.244
2015-11-18,Croatia,HR,4.244
2015-11-20,Croatia,HR,4.193
2015-11-22,Croatia,HR,4.193
2015-11-23,Croatia,HR,4.193
2015-11-24,Croatia,HR,4.192
2015-11-25,Croatia,HR,4.192
2015-11-26,Croatia,HR,4.192
2015-11-27,Croatia,HR,4.192
2015-11-30,Croatia,HR,4.192
2015-12-01,Croatia,HR,4.179
2015-12-02,Croatia,HR,3.994
2015-12-03,Croatia,HR,4.179
2015-12-04,Croatia,HR,4.179
2015-12-07,Croatia,HR,4.179
2015-12-08,Croatia,HR,4.198
2015-12-09,Croatia,HR,4.198
2015-12-10,Croatia,HR,4.198
2015-12-11,Croatia,HR,4.16
2015-12-14,Croatia,HR,4.16
2015-12-15,Croatia,HR,4.116
2015-12-16,Croatia,HR,4.116
2015-12-17,Croatia,HR,4.115
2015-12-18,Croatia,HR,4.04
2015-12-21,Croatia,HR,4.04
2015-12-22,Croatia,HR,4.04
2015-12-23,Croatia,HR,4.04
2015-12-24,Croatia,HR,4.053
2015-12-28,Croatia,HR,4.04
2015-12-29,Croatia,HR,4.039
2015-12-30,Croatia,HR,4.027
2015-12-31,Croatia,HR,4.022
2016-01-04,Croatia,HR,3.99
2016-01-05,Croatia,HR,3.99
2016-01-06,Croatia,HR,3.99
2016-01-07,Croatia,HR,3.99
2016-01-08,Croatia,HR,3.99
2016-01-09,Croatia,HR,3.99
2016-01-10,Croatia,HR,3.99
2016-01-11,Croatia,HR,3.988
2016-01-12,Croatia,HR,3.988
2016-01-13,Croatia,HR,3.988
2016-01-14,Croatia,HR,3.987
2016-01-15,Croatia,HR,3.987
2016-01-18,Croatia,HR,3.895
2016-01-19,Croatia,HR,3.895
2016-01-20,Croatia,HR,3.895
2016-01-21,Croatia,HR,3.895
2016-01-22,Croatia,HR,3.894
2016-01-23,Croatia,HR,3.894
2016-01-25,Croatia,HR,3.905
2016-01-26,Croatia,HR,4.079
2016-01-27,Croatia,HR,3.905
2016-01-28,Croatia,HR,3.905
2016-01-29,Croatia,HR,3.904
2016-02-01,Croatia,HR,3.861
2016-02-02,Croatia,HR,3.861
2016-02-03,Croatia,HR,3.861
2016-02-04,Croatia,HR,3.861
2016-02-05,Croatia,HR,3.799
2016-02-08,Croatia,HR,3.799
2016-02-09,Croatia,HR,3.768
2016-02-10,Croatia,HR,3.737
2016-02-11,Croatia,HR,3.737
2016-02-12,Croatia,HR,3.736
2016-02-14,Croatia,HR,3.736
2016-02-15,Croatia,HR,3.718
2016-02-16,Croatia,HR,3.718
2016-02-17,Croatia,HR,3.717
2016-02-18,Croatia,HR,3.711
2016-02-19,Croatia,HR,3.711
2016-02-22,Croatia,HR,3.71
2016-02-23,Croatia,HR,3.71
2016-02-24,Croatia,HR,3.704
2016-02-25,Croatia,HR,3.796
2016-02-26,Croatia,HR,3.796
2016-02-29,Croatia,HR,3.795
2016-03-01,Croatia,HR,3.752
2016-03-02,Croatia,HR,3.752
2016-03-03,Croatia,HR,3.751
2016-03-04,Croatia,HR,3.793
2016-03-07,Croatia,HR,3.751
2016-03-08,Croatia,HR,3.751
2016-03-09,Croatia,HR,3.793
2016-03-10,Croatia,HR,3.75
2016-03-11,Croatia,HR,3.75
2016-03-12,Croatia,HR,3.75
2016-03-13,Croatia,HR,3.75
2016-03-14,Croatia,HR,3.947
2016-03-15,Croatia,HR,3.749
2016-03-16,Croatia,HR,3.749
2016-03-17,Croatia,HR,3.749
2016-03-18,Croatia,HR,3.749
2016-03-19,Croatia,HR,3.749
2016-03-20,Croatia,HR,3.749
2016-03-21,Croatia,HR,3.748
2016-03-22,Croatia,HR,3.748
2016-03-23,Croatia,HR,3.747
2016-03-24,Croatia,HR,3.747
2016-03-25,Croatia,HR,3.747
2016-03-26,Croatia,HR,3.747
2016-03-29,Croatia,HR,3.747
2016-03-30,Croatia,HR,3.747
2016-03-31,Croatia,HR,3.678
2016-04-01,Croatia,HR,3.746
2016-04-02,Croatia,HR,3.746
2016-04-04,Croatia,HR,3.665
2016-04-05,Croatia,HR,3.746
2016-04-06,Croatia,HR,3.745
2016-04-07,Croatia,HR,3.639
2016-04-08,Croatia,HR,3.639
2016-04-09,Croatia,HR,3.639
2016-04-11,Croatia,HR,3.639
2016-04-12,Croatia,HR,3.639
2016-04-13,Croatia,HR,3.638
2016-04-14,Croatia,HR,3.638
2016-04-15,Croatia,HR,3.638
2016-04-16,Croatia,HR,3.638
2016-04-18,Croatia,HR,3.638
2016-04-19,Croatia,HR,3.637
2016-04-20,Croatia,HR,3.612
2016-04-21,Croatia,HR,3.612
2016-04-22,Croatia,HR,3.612
2016-04-23,Croatia,HR,3.612
2016-04-24,Croatia,HR,3.611
2016-04-25,Croatia,HR,3.611
2016-04-26,Croatia,HR,3.611
2016-04-27,Croatia,HR,3.611
2016-04-28,Croatia,HR,3.61
2016-04-29,Croatia,HR,3.61
2016-05-02,Croatia,HR,3.597
2016-05-03,Croatia,HR,3.597
2016-05-04,Croatia,HR,3.597
2016-05-05,Croatia,HR,3.596
2016-05-06,Croatia,HR,3.596
2016-05-07,Croatia,HR,3.596
2016-05-09,Croatia,HR,3.596
2016-05-10,Croatia,HR,3.596
2016-05-11,Croatia,HR,3.595
2016-05-12,Croatia,HR,3.595
2016-05-13,Croatia,HR,3.595
2016-05-14,Croatia,HR,3.595
2016-05-16,Croatia,HR,3.594
2016-05-17,Croatia,HR,3.594
2016-05-18,Croatia,HR,3.594
2016-05-19,Croatia,HR,3.593
2016-05-20,Croatia,HR,3.593
2016-05-23,Croatia,HR,3.593
2016-05-24,Croatia,HR,3.592
2016-05-25,Croatia,HR,3.592
2016-05-26,Croatia,HR,3.592
2016-05-27,Croatia,HR,3.592
2016-05-28,Croatia,HR,3.592
2016-05-30,Croatia,HR,3.623
2016-05-31,Croatia,HR,3.622
2016-06-01,Croatia,HR,3.654
2016-06-02,Croatia,HR,3.653
2016-06-03,Croatia,HR,3.653
2016-06-06,Croatia,HR,3.684
2016-06-07,Croatia,HR,3.664
2016-06-08,Croatia,HR,3.684
2016-06-09,Croatia,HR,3.683
2016-06-10,Croatia,HR,3.663
2016-06-13,Croatia,HR,3.683
2016-06-14,Croatia,HR,3.682
2016-06-15,Croatia,HR,3.682
2016-06-16,Croatia,HR,3.682
2016-06-17,Croatia,HR,3.681
2016-06-20,Croatia,HR,3.681
2016-06-21,Croatia,HR,3.681
2016-06-22,Croatia,HR,3.666
2016-06-23,Croatia,HR,3.679
2016-06-24,Croatia,HR,3.679
2016-06-27,Croatia,HR,3.679
2016-06-28,Croatia,HR,3.678
2016-06-29,Croatia,HR,3.678
2016-06-30,Croatia,HR,3.69
2016-07-01,Croatia,HR,3.69
2016-07-04,Croatia,HR,3.866
2016-07-05,Croatia,HR,3.866
2016-07-06,Croatia,HR,3.862
2016-07-07,Croatia,HR,3.862
2016-07-08,Croatia,HR,3.849
2016-07-11,Croatia,HR,3.867
2016-07-12,Croatia,HR,3.865
2016-07-13,Croatia,HR,3.865
2016-07-14,Croatia,HR,3.865
2016-07-15,Croatia,HR,3.85
2016-07-16,Croatia,HR,3.85
2016-07-18,Croatia,HR,3.865
2016-07-19,Croatia,HR,3.864
2016-07-20,Croatia,HR,3.864
2016-07-21,Croatia,HR,3.864
2016-07-22,Croatia,HR,3.865
2016-07-25,Croatia,HR,3.864
2016-07-26,Croatia,HR,3.864
2016-07-27,Croatia,HR,3.803
2016-07-28,Croatia,HR,3.767
2016-07-29,Croatia,HR,3.803
2016-07-30,Croatia,HR,3.803
2016-08-01,Croatia,HR,3.864
2016-08-02,Croatia,HR,3.864
2016-08-03,Croatia,HR,3.79
2016-08-04,Croatia,HR,3.863
2016-08-05,Croatia,HR,3.79
2016-08-06,Croatia,HR,3.79
2016-08-08,Croatia,HR,3.863
2016-08-09,Croatia,HR,3.79
2016-08-10,Croatia,HR,3.709
2016-08-11,Croatia,HR,3.708
2016-08-12,Croatia,HR,3.708
2016-08-13,Croatia,HR,3.708
2016-08-14,Croatia,HR,3.708
2016-08-15,Croatia,HR,3.66
2016-08-16,Croatia,HR,3.789
2016-08-17,Croatia,HR,3.789
2016-08-18,Croatia,HR,3.594
2016-08-19,Croatia,HR,3.594
2016-08-22,Croatia,HR,3.64
2016-08-23,Croatia,HR,3.64
2016-08-24,Croatia,HR,3.64
2016-08-25,Croatia,HR,3.639
2016-08-26,Croatia,HR,3.639
2016-08-27,Croatia,HR,3.639
2016-08-29,Croatia,HR,3.605
2016-08-30,Croatia,HR,3.605
2016-08-31,Croatia,HR,3.605
2016-09-01,Croatia,HR,3.524
2016-09-02,Croatia,HR,3.49
2016-09-04,Croatia,HR,3.481
2016-09-05,Croatia,HR,3.49
2016-09-06,Croatia,HR,3.49
2016-09-07,Croatia,HR,3.489
2016-09-08,Croatia,HR,3.489
2016-09-09,Croatia,HR,3.489
2016-09-12,Croatia,HR,3.434
2016-09-13,Croatia,HR,3.433
2016-09-14,Croatia,HR,3.433
2016-09-15,Croatia,HR,3.461
2016-09-16,Croatia,HR,3.454
2016-09-17,Croatia,HR,3.454
2016-09-19,Croatia,HR,3.432
2016-09-20,Croatia,HR,3.432
2016-09-21,Croatia,HR,3.432
2016-09-22,Croatia,HR,3.431
2016-09-23,Croatia,HR,3.432
2016-09-24,Croatia,HR,3.432
2016-09-25,Croatia,HR,3.432
2016-09-26,Croatia,HR,3.43
2016-09-27,Croatia,HR,3.43
2016-09-28,Croatia,HR,3.404
2016-09-29,Croatia,HR,3.401
2016-09-30,Croatia,HR,3.401
2016-10-03,Croatia,HR,3.389
2016-10-04,Croatia,HR,3.206
2016-10-05,Croatia,HR,3.195
2016-10-06,Croatia,HR,3.194
2016-10-07,Croatia,HR,3.194
2016-10-10,Croatia,HR,3.172
2016-10-11,Croatia,HR,3.171
2016-10-12,Croatia,HR,3.169
2016-10-13,Croatia,HR,3.123
2016-10-14,Croatia,HR,3.123
2016-10-15,Croatia,HR,3.123
2016-10-17,Croatia,HR,3.204
2016-10-18,Croatia,HR,3.204
2016-10-19,Croatia,HR,3.204
2016-10-20,Croatia,HR,3.203
2016-10-21,Croatia,HR,3.202
2016-10-24,Croatia,HR,3.204
2016-10-25,Croatia,HR,3.124
2016-10-26,Croatia,HR,3.126
2016-10-27,Croatia,HR,3.125
2016-10-28,Croatia,HR,3.123
2016-10-31,Croatia,HR,3.106
2016-11-01,Croatia,HR,3.106
2016-11-02,Croatia,HR,3.106
2016-11-03,Croatia,HR,3.122
2016-11-04,Croatia,HR,3.088
2016-11-07,Croatia,HR,3.088
2016-11-08,Croatia,HR,3.088
2016-11-09,Croatia,HR,3.074
2016-11-10,Croatia,HR,3.03
2016-11-11,Croatia,HR,3.03
2016-11-17,Croatia,HR,3.141
2016-11-18,Croatia,HR,3.141
2016-11-19,Croatia,HR,3.141
2016-11-21,Croatia,HR,3.086
2016-11-22,Croatia,HR,3.141
2016-11-23,Croatia,HR,3.14
2016-11-24,Croatia,HR,3.14
2016-11-25,Croatia,HR,3.139
2016-11-26,Croatia,HR,3.139
2016-11-28,Croatia,HR,3.139
2016-11-29,Croatia,HR,3.139
2016-11-30,Croatia,HR,3.139
2016-12-01,Croatia,HR,3.138
2016-12-02,Croatia,HR,3.138
2016-12-03,Croatia,HR,3.138
2016-12-04,Croatia,HR,3.138
2016-12-05,Croatia,HR,3.138
2016-12-06,Croatia,HR,3.054
2016-12-07,Croatia,HR,3.137
2016-12-08,Croatia,HR,3.136
2016-12-09,Croatia,HR,3.136
2016-12-12,Croatia,HR,3.053
2016-12-13,Croatia,HR,3.136
2016-12-14,Croatia,HR,3.135
2016-12-15,Croatia,HR,3.135
2016-12-16,Croatia,HR,3.134
2016-12-19,Croatia,HR,3.134
2016-12-20,Croatia,HR,3.134
2016-12-21,Croatia,HR,3.134
2016-12-22,Croatia,HR,3.133
2016-12-23,Croatia,HR,3.132
2016-12-24,Croatia,HR,3.132
2016-12-25,Croatia,HR,3.132
2016-12-27,Croatia,HR,3.132
2016-12-28,Croatia,HR,3.132
2016-12-29,Croatia,HR,3.131
2016-12-30,Croatia,HR,3.131
2017-01-02,Croatia,HR,3.131
2017-01-03,Croatia,HR,3.13
2017-01-04,Croatia,HR,3.129
2017-01-05,Croatia,HR,3.129
2017-01-06,Croatia,HR,3.129
2017-01-07,Croatia,HR,3.129
2017-01-09,Croatia,HR,3.129
2017-01-10,Croatia,HR,3.05
2017-01-11,Croatia,HR,3.05
2017-01-12,Croatia,HR,3.049
2017-01-13,Croatia,HR,3.126
2017-01-16,Croatia,HR,3.125
2017-01-17,Croatia,HR,2.959
2017-01-18,Croatia,HR,2.959
2017-01-19,Croatia,HR,2.959
2017-01-20,Croatia,HR,3.047
2017-01-21,Croatia,HR,3.047
2017-01-23,Croatia,HR,3.047
2017-01-24,Croatia,HR,3.046
2017-01-25,Croatia,HR,3.046
2017-01-26,Croatia,HR,3.045
2017-01-27,Croatia,HR,3.045
2017-01-28,Croatia,HR,3.045
2017-01-29,Croatia,HR,3.045
2017-01-30,Croatia,HR,3.045
2017-01-31,Croatia,HR,3.045
2017-02-01,Croatia,HR,3.044
2017-02-02,Croatia,HR,3.043
2017-02-03,Croatia,HR,3.043
2017-02-04,Croatia,HR,3.043
2017-02-06,Croatia,HR,2.978
2017-02-07,Croatia,HR,2.83
2017-02-08,Croatia,HR,2.792
2017-02-09,Croatia,HR,2.803
2017-02-10,Croatia,HR,2.803
2017-02-13,Croatia,HR,2.803
2017-02-14,Croatia,HR,2.781
2017-02-15,Croatia,HR,2.781
2017-02-16,Croatia,HR,2.759
2017-02-17,Croatia,HR,2.77
2017-02-20,Croatia,HR,2.8
2017-02-21,Croatia,HR,2.742
2017-02-22,Croatia,HR,2.732
2017-02-23,Croatia,HR,2.715
2017-02-24,Croatia,HR,2.715
2017-02-27,Croatia,HR,2.715
2017-02-28,Croatia,HR,2.743
2017-03-01,Croatia,HR,2.715
2017-03-02,Croatia,HR,2.769
2017-03-03,Croatia,HR,2.742
2017-03-06,Croatia,HR,2.769
2017-03-07,Croatia,HR,2.749
2017-03-08,Croatia,HR,2.748
2017-03-09,Croatia,HR,2.744
2017-03-10,Croatia,HR,2.744
2017-03-12,Croatia,HR,2.733
2017-03-13,Croatia,HR,2.828
2017-03-14,Croatia,HR,2.828
2017-03-15,Croatia,HR,2.861
2017-03-16,Croatia,HR,2.889
2017-03-17,Croatia,HR,2.879
2017-03-18,Croatia,HR,2.879
2017-03-20,Croatia,HR,2.879
2017-03-21,Croatia,HR,2.83
2017-03-22,Croatia,HR,2.83
2017-03-23,Croatia,HR,2.921
2017-03-24,Croatia,HR,2.938
2017-03-26,Croatia,HR,2.938
2017-03-27,Croatia,HR,2.938
2017-03-28,Croatia,HR,2.938
2017-03-29,Croatia,HR,2.96
2017-03-30,Croatia,HR,3.041
2017-03-31,Croatia,HR,3.041
2017-04-03,Croatia,HR,3.041
2017-04-04,Croatia,HR,3.042
2017-04-05,Croatia,HR,3.041
2017-04-06,Croatia,HR,3.079
2017-04-07,Croatia,HR,3.079
2017-04-11,Croatia,HR,2.961
2017-04-12,Croatia,HR,2.959
2017-04-13,Croatia,HR,2.959
2017-04-14,Croatia,HR,2.96
2017-04-17,Croatia,HR,2.96
2017-04-18,Croatia,HR,2.96
2017-04-19,Croatia,HR,2.959
2017-04-20,Croatia,HR,2.958
2017-04-21,Croatia,HR,3.039
2017-04-22,Croatia,HR,3.039
2017-04-24,Croatia,HR,3.036
2017-04-25,Croatia,HR,3.038
2017-04-26,Croatia,HR,3.076
2017-04-27,Croatia,HR,3.036
2017-04-28,Croatia,HR,3.036
2017-05-01,Croatia,HR,3.077
2017-05-02,Croatia,HR,3.034
2017-05-03,Croatia,HR,3.035
2017-05-04,Croatia,HR,3.034
2017-05-05,Croatia,HR,3.035
2017-05-07,Croatia,HR,3.035
2017-05-08,Croatia,HR,3.032
2017-05-09,Croatia,HR,3.032
2017-05-10,Croatia,HR,3.034
2017-05-11,Croatia,HR,3.033
2017-05-12,Croatia,HR,3.032
2017-05-15,Croatia,HR,3.03
2017-05-16,Croatia,HR,3.032
2017-05-17,Croatia,HR,3.03
2017-05-18,Croatia,HR,3.031
2017-05-19,Croatia,HR,3.03
2017-05-22,Croatia,HR,3.031
2017-05-23,Croatia,HR,3.028
2017-05-24,Croatia,HR,3.028
2017-05-25,Croatia,HR,3.028
2017-05-26,Croatia,HR,3.027
2017-05-29,Croatia,HR,3.029
2017-05-30,Croatia,HR,3.029
2017-05-31,Croatia,HR,3.026
2017-06-01,Croatia,HR,3.025
2017-06-02,Croatia,HR,3.026
2017-06-05,Croatia,HR,2.987
2017-06-06,Croatia,HR,2.986
2017-06-07,Croatia,HR,2.986
2017-06-08,Croatia,HR,2.985
2017-06-09,Croatia,HR,2.972
2017-06-12,Croatia,HR,2.972
2017-06-13,Croatia,HR,2.906
2017-06-14,Croatia,HR,2.905
2017-06-15,Croatia,HR,2.905
2017-06-16,Croatia,HR,2.907
2017-06-18,Croatia,HR,2.889
2017-06-19,Croatia,HR,2.905
2017-06-20,Croatia,HR,2.968
2017-06-21,Croatia,HR,2.969
2017-06-22,Croatia,HR,2.879
2017-06-23,Croatia,HR,2.879
2017-06-25,Croatia,HR,2.879
2017-06-26,Croatia,HR,2.968
2017-06-27,Croatia,HR,2.966
2017-06-28,Croatia,HR,2.967
2017-06-29,Croatia,HR,2.965
2017-06-30,Croatia,HR,2.882
2017-07-01,Croatia,HR,2.867
2017-07-02,Croatia,HR,2.867
2017-07-03,Croatia,HR,2.891
2017-07-04,Croatia,HR,2.83
2017-07-05,Croatia,HR,2.889
2017-07-06,Croatia,HR,2.89
2017-07-07,Croatia,HR,2.888
2017-07-10,Croatia,HR,2.887
2017-07-11,Croatia,HR,2.886
2017-07-12,Croatia,HR,2.887
2017-07-13,Croatia,HR,2.887
2017-07-14,Croatia,HR,2.886
2017-07-16,Croatia,HR,2.884
2017-07-17,Croatia,HR,2.885
2017-07-18,Croatia,HR,2.886
2017-07-19,Croatia,HR,2.884
2017-07-20,Croatia,HR,2.855
2017-07-21,Croatia,HR,2.884
2017-07-24,Croatia,HR,2.884
2017-07-25,Croatia,HR,2.884
2017-07-26,Croatia,HR,2.882
2017-07-27,Croatia,HR,2.881
2017-07-28,Croatia,HR,2.881
2017-07-31,Croatia,HR,2.882
2017-08-01,Croatia,HR,2.881
2017-08-02,Croatia,HR,2.88
2017-08-03,Croatia,HR,2.649
2017-08-04,Croatia,HR,2.878
2017-08-06,Croatia,HR,2.878
2017-08-07,Croatia,HR,2.839
2017-08-08,Croatia,HR,2.837
2017-08-09,Croatia,HR,2.838
2017-08-10,Croatia,HR,2.836
2017-08-11,Croatia,HR,2.836
